Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-01-02,24.3204345703125,24.789803736396227,23.879983264314035,24.77868056866345,212818400
2015-01-05,23.63528823852539,24.16916802993291,23.44843124496915,24.08908597636393,257142000
2015-01-06,23.63751792907715,23.897783806542275,23.27492364272877,23.699803606027018,263188400
2015-01-07,23.968955993652344,24.069057683208676,23.735383121812127,23.846607975610976,160423600
2015-01-08,24.889902114868164,24.94773952442875,24.18028687717126,24.298186668971617,237458000
2015-01-09,24.916595458984375,25.192432657022927,24.516185254447116,25.0634114025435,214798000
2015-01-12,24.302635192871094,25.05451473706078,24.202533484211735,25.047841516104413,198603200
2015-01-13,24.51841163635254,25.092332396793072,24.227003007895863,24.787575629313356,268367600
2015-01-14,24.424983978271484,24.57847315641415,24.135798615535922,24.255921687880374,195826400
2015-01-15,23.762086868286133,24.482823723855358,23.72649578385613,24.46947727933876,240056000
2015-01-16,23.57744598388672,23.931141930753473,23.401710496685297,23.808793902588967,314053200
2015-01-20,24.184738159179688,24.240350599134697,23.690899420834086,23.988981284357585,199599600
2015-01-21,24.36937141418457,24.705269323316333,24.084634301295583,24.235900203047848,194303600
2015-01-22,25.003355026245117,25.018926442594392,24.40718956191167,24.52731264395913,215185600
2015-01-23,25.13237190246582,25.30365745231713,24.80981876719715,24.981106014205256,185859200
2015-01-26,25.159069061279297,25.43935625129226,25.09233514747617,25.301436780647798,222460000
2015-01-27,24.278169631958008,25.021152803505036,24.253700019600767,25.007804662210148,382274800
2015-01-28,25.650678634643555,26.275763549784088,25.650678634643555,26.166761956683068,585908400
2015-01-29,26.449277877807617,26.51378851448689,25.706294766705827,25.875357066377134,337745600
2015-01-30,26.062217712402344,26.693974289279854,25.993257124754823,26.338054971520894,334982000
2015-02-02,26.38921356201172,26.50933663217492,25.821967710701898,26.260193995235177,250956400
2015-02-03,26.393665313720703,26.491542057577952,26.16231735133231,26.360297509087918,207662800
2015-02-04,26.596088409423828,26.807416665129097,26.31802625493535,26.360292245507747,280598800
2015-02-05,26.785917282104492,26.850682501188466,26.63182066759936,26.803782198105004,168984800
2015-02-06,26.560361862182617,26.855154340636652,26.45316382281068,26.80378822297082,174826400
2015-02-09,26.736793518066406,26.76359175260287,26.44870056981302,26.475500508204682,155559200
2015-02-10,27.250438690185547,27.279472374712437,26.835050835029225,26.837282884719965,248034000
2015-02-11,27.889162063598633,27.89809537590141,27.35764276049682,27.41794048872167,294247200
2015-02-12,28.242015838623047,28.46981100726813,28.043254356409005,28.152684433347616,297898000
2015-02-13,28.380483627319336,28.42514848436464,28.061124958265673,28.42514848436464,217088800
2015-02-17,28.547977447509766,28.782472190621913,28.344748442965244,28.47204515109199,252609600
2015-02-18,28.74673843383789,28.760137549027505,28.4631113340549,28.503310383478674,179566800
2015-02-19,28.686437606811523,28.815968060168334,28.659639377741044,28.693137164079143,149449600
2015-02-20,28.92093276977539,28.92093276977539,28.597108335362325,28.724403333073504,195793600
2015-02-23,29.702577590942383,29.702577590942383,28.956664054253213,29.037062144943093,283896400
2015-02-24,29.5172119140625,29.836572191192474,29.2938842881036,29.689175140209407,276912400
2015-02-25,28.762367248535156,29.38992082288073,28.619437685343005,29.38098580834458,298846800
2015-02-26,29.126384735107422,29.22688147202002,28.275507137427425,28.762359662239376,365150000
2015-02-27,28.688671112060547,29.159892584837323,28.639538756968413,29.03259418999603,248059200
2015-03-02,28.829370498657227,29.09513099327998,28.652943124085446,28.865103746677615,192386800
2015-03-03,28.889671325683594,28.92540457543186,28.606044193335897,28.800341609023185,151265200
2015-03-04,28.706541061401367,28.93433626958241,28.65741210249003,28.831607435890163,126665200
2015-03-05,28.230854034423828,28.753440009760507,28.08569069554529,28.715474711488366,226068400
2015-03-06,28.27328109741211,28.89189795896218,28.197350511715953,28.6752698585805,291368400
2015-03-09,28.393882751464844,28.936570817459412,27.929360741103665,28.57701139156905,354114000
2015-03-10,27.806529998779297,28.41174780896457,27.647967549957766,28.23085293284585,275426400
2015-03-11,27.299579620361328,27.86459847116174,27.27054763056968,27.86013266652274,275756000
2015-03-12,27.793127059936523,27.89362553089279,27.163343116592372,27.315205996029857,193450800
2015-03-13,27.60106086730957,28.00528503467039,27.37550118865554,27.781957405532435,207309200
2015-03-16,27.904788970947266,27.904788970947266,27.440268757456078,27.665828455442682,143497200
2015-03-17,28.37154769897461,28.434079174613988,28.061122370725606,28.116954288811467,204092400
2015-03-18,28.69091033935547,28.84500699999388,28.22192250280766,28.362618342615455,261083600
2015-03-19,28.474273681640625,28.865097045898438,28.45194125873968,28.753433227539062,183238000
2015-03-20,28.116954803466797,28.675272290689996,27.95169279998705,28.64177450230927,274780400
2015-03-23,28.409509658813477,28.552439216023664,28.255413037755265,28.389410988512694,150838800
2015-03-24,28.29338264465332,28.59487295012784,28.264348957509863,28.413979789156055,131369200
2015-03-25,27.554168701171875,28.322416469959414,27.554168701171875,28.25988499182182,206620800
2015-03-26,27.74623680114746,27.889166412569757,27.37997945889591,27.415712713679167,190291600
2015-03-27,27.52513313293457,27.848957547074246,27.44920254903883,27.819925565676716,158184800
2015-03-30,28.221914291381836,28.22861384792027,27.692627174735108,27.70379423820227,188398800
2015-03-31,27.78866195678711,28.248716410272372,27.773029088091636,28.159385001788998,168362400
2015-04-01,27.74846649169922,27.942762202453487,27.49163929808752,27.87576321147474,162485600
2015-04-02,27.9874267578125,28.041024927702686,27.735067075051738,27.92266152159494,128880400
2015-04-06,28.440784454345703,28.47651770696041,27.76633549786807,27.797601241978306,148776000
2015-04-07,28.14151954650879,28.612739352158854,28.134819989174908,28.50554302710699,140049200
2015-04-08,28.049957275390625,28.22862010735405,27.909261445321576,28.105789197397314,149316800
2015-04-09,28.264354705810547,28.268822214212687,27.84003341578961,28.105792234639157,129936000
2015-04-10,28.384950637817383,28.409516821392867,27.974028483200485,28.128123439254246,160752000
2015-04-13,28.329120635986328,28.713246286719556,28.275522460843323,28.668578017032395,145460400
2015-04-14,28.206289291381836,28.42738323808499,28.119191624381955,28.362618000393127,102098400
2015-04-15,28.3134822845459,28.391646629805887,28.141520724973926,28.2308521354946,115881600
2015-04-16,28.1772518157959,28.384946617793247,28.163852700781522,28.201817995892192,113476000
2015-04-17,27.860122680664062,28.170547959394753,27.795357461553067,28.038785471580923,207828000
2015-04-20,28.496612548828125,28.612742196487645,27.953926200723096,28.043257616383126,188217200
2015-04-21,28.342517852783203,28.630609072444127,28.288917980602285,28.608278348151323,129740400
2015-04-22,28.724409103393555,28.780241031153352,28.21075639031654,28.360385547787548,150618000
2015-04-23,28.95890235900879,29.12639813348207,28.617211251700112,28.652944501438206,183083600
2015-04-24,29.09513282775879,29.173298886768084,28.86063805844121,29.142033144706428,178103600
2015-04-27,29.62441062927246,29.731610352000253,29.28941916309429,29.548480048122336,387816800
2015-04-28,29.15766143798828,30.046504652742044,28.93656921509768,30.028641437076313,475696000
2015-04-29,28.728872299194336,29.387688266320986,28.65294170668969,29.0683313231756,253544400
2015-04-30,27.9494571685791,28.728870229886088,27.82216046971891,28.728870229886088,332781600
2015-05-01,28.798093795776367,29.06162213996978,27.982949405915246,28.16161046643979,234050400
2015-05-04,28.74227523803711,29.15990036778687,28.6440105016254,28.920938085357456,203953200
2015-05-05,28.09462547302246,28.68644251770801,28.090157964842682,28.619443525852404,197085600
2015-05-06,27.918193817138672,28.306783504139773,27.549702803532718,28.26435069961003,288564000
2015-05-07,28.090871810913086,28.274765359687283,27.812787548105742,27.980982929703067,175763600
2015-05-08,28.620134353637695,28.620134353637695,28.281500416299426,28.40932887184174,222201600
2015-05-11,28.328588485717773,28.606671048184207,28.17384818122156,28.56854717086461,168143200
2015-05-12,28.22767448425293,28.454176395333747,27.99220023537915,28.167123180955276,192640000
2015-05-13,28.259069442749023,28.523696932639684,28.22767310589522,28.29046577960283,138776800
2015-05-14,28.91839027404785,28.91839027404785,28.516965491873634,28.573030615872153,180814000
2015-05-15,28.87803077697754,29.03949863999735,28.75244542172753,28.945309623559844,152832000
2015-05-18,29.19647979736328,29.31533760796462,28.78608260489397,28.7905687737688,203531600
2015-05-19,29.169567108154297,29.351217579534275,29.073133306369215,29.30860753376486,178532800
2015-05-20,29.16732406616211,29.373643343707954,29.005856210353336,29.153868981835398,145819600
2015-05-21,29.465587615966797,29.519411369068177,29.115741775667175,29.169565528768555,158921600
2015-05-22,29.72349739074707,29.81993122482467,29.467840452463417,29.512695308468853,182384000
2015-05-26,29.068645477294922,29.806464452856073,28.956515225125823,29.73694424402223,282790400
2015-05-27,29.611360549926758,29.660698143072093,29.165084260036185,29.230118311758137,183332800
2015-05-28,29.553058624267578,29.59118251180284,29.400563074126527,29.57099988109797,122933200
2015-05-29,29.216659545898438,29.4790439371457,29.13143945539383,29.429706350216073,203538000
2015-06-01,29.274967193603516,29.46559000710588,29.16508172727694,29.216660689469904,128451200
2015-06-02,29.1449031829834,29.30188488682264,29.001376564909734,29.122475758744436,134670400
2015-06-03,29.180782318115234,29.364677615726777,29.131444722265528,29.301884934089788,123934000
2015-06-04,29.010345458984375,29.28394360915436,28.90942889387615,29.059683054716306,153800400
2015-06-05,28.85111427307129,29.08434712808918,28.786080228504034,29.041737082156455,142507200
2015-06-08,28.660499572753906,28.976707776122268,28.442966560956766,28.907184129737455,210699200
2015-06-09,28.575279235839844,28.723292021999566,28.171611267260324,28.41381136401914,224301600
2015-06-10,28.9027042388916,29.0058621879515,28.671714407523737,28.687412579464038,156349200
2015-06-11,28.837656021118164,29.19422938430922,28.812987229969774,28.969968890939715,141563600
