Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2015-06-12,28.51921272277832,28.77935577283128,28.505757637765978,28.74795943382105,147544800
2015-06-15,28.463146209716797,28.53490951126304,28.191791172277195,28.2792526425688,175955600
2015-06-16,28.61564064025879,28.67170576757551,28.3398011720048,28.48781221841555,125976400
2015-06-17,28.54836082458496,28.678430607367517,28.422773787765887,28.642549818970455,131672400
2015-06-18,28.67843246459961,28.77486454918359,28.530421422547366,28.532664506646114,141628800
2015-06-19,28.391380310058594,28.66497840684529,28.3465288923111,28.640309613792592,218867600
2015-06-22,28.617889404296875,28.7188059691074,28.499031584550888,28.590977521893688,136157200
2015-06-23,28.487815856933594,28.61788737955462,28.45417643405269,28.588734125576302,121075600
2015-06-24,28.730024337768555,29.109025282590707,28.508006832617287,28.528189464461715,221123600
2015-06-25,28.59321403503418,28.974456204445893,28.59321403503418,28.89820845495229,127752400
2015-06-26,28.425018310546875,28.703100850844216,28.371196269741027,28.63133755944581,176267200
2015-06-29,27.927167892456055,28.362233936172537,27.915955890786737,28.135730286395443,196645600
2015-06-30,28.128995895385742,28.283736195113875,28.001167472862647,28.16039222997233,177482800
2015-07-01,28.391380310058594,28.46762977339563,28.254581261665244,28.458659147651748,120955200
2015-07-02,28.35550308227539,28.411568216992972,28.20524722089345,28.35325999781449,108844000
2015-07-06,28.25682830810547,28.308408985622616,27.998928342464044,28.01911268096107,112241600
2015-07-07,28.18730354309082,28.290463170521164,27.75672207128658,28.232154959896405,187787200
2015-07-08,27.48761558532715,27.951834856068285,27.480888042572847,27.915954057721272,243046400
2015-07-09,26.926965713500977,27.821764880218186,26.73634457726911,27.774670367335418,314380000
2015-07-10,27.64683723449707,27.774665665244626,27.182618016416786,27.34632895241307,245418000
2015-07-13,28.180580139160156,28.203005850855508,27.880070127331642,28.0392949046324,165762000
2015-07-14,28.16936683654785,28.339805327655316,28.04153839596029,28.265798938111953,127072400
2015-07-15,28.44072723388672,28.514733637342758,28.16264458841333,28.194040933339075,134596800
2015-07-16,28.819721221923828,28.8331797289711,28.559579881091377,28.64704135620482,144889600
2015-07-17,29.068645477294922,29.068645477294922,28.77486476412288,28.947546310607535,184658800
2015-07-20,29.618083953857422,29.819917021971026,29.310844761890717,29.371396051102177,235600800
2015-07-21,29.322067260742188,29.808712249388474,29.225636865630264,29.79301579011316,307025600
2015-07-22,28.081905364990234,28.14469804304387,27.35754306093514,27.35754306093514,461802400
2015-07-23,28.06844711303711,28.50126826806808,28.046019692572283,28.301676544929254,203998000
2015-07-24,27.92043685913086,28.198519445964873,27.785880879112604,28.104330431049306,168649200
2015-07-27,27.53246307373047,27.72084279877277,27.38669510564022,27.60422637113421,177822000
2015-07-28,27.66926383972168,27.78812335897345,27.483128898382656,27.66926383972168,134472400
2015-07-29,27.581802368164062,27.696175718624897,27.42033451127161,27.6176848745722,148046800
2015-07-30,27.44276237487793,27.48761379763778,27.29474960002063,27.431548663701914,134513200
2015-07-31,27.202804565429688,27.50331287195031,27.115343090488782,27.49434224490866,171540000
2015-08-03,26.56141471862793,27.487609986895492,26.35509375400843,27.247651315355515,279904000
2015-08-04,25.709228515625,26.395465229773528,25.397506497696607,26.332672551481785,496554400
2015-08-05,25.87966537475586,26.337157058984335,25.139604945068488,25.330226052420674,397250400
2015-08-06,25.935983657836914,26.24461190151116,25.708456500286978,26.12521608802686,211612000
2015-08-07,26.02383804321289,26.188289996847722,25.794057674314534,25.812080135836588,154681600
2015-08-10,26.96999740600586,27.03082106695544,26.25136763075824,26.25136763075824,219806400
2015-08-11,25.5665283203125,26.62307147387288,25.530485116695104,26.539718880013126,388331200
2015-08-12,25.96076011657715,26.001309794034654,24.696963840987525,25.350263436151085,404870000
2015-08-13,25.940488815307617,26.22208334930202,25.80307054522102,26.1409839860143,194143200
2015-08-14,26.122962951660156,26.201809081746294,25.683676142096857,25.753511040356475,171718000
2015-08-17,26.393295288085938,26.503679872455688,26.019336893890987,26.140985947952593,163538800
2015-08-18,26.24462127685547,26.45638100281278,26.134236655730152,26.228852045266137,138242800
2015-08-19,25.90895652770996,26.24912156821098,25.834615140560583,26.154506194775614,193146000
2015-08-20,25.377300262451172,25.76026814897075,25.14751815556609,25.69944448462862,274006400
2015-08-21,23.825149536132812,25.208341675460733,23.800369080972498,24.877186246242456,513102000
2015-08-24,23.230430603027344,24.509996636775668,20.725364221825085,21.371906094004984,648825200
2015-08-25,23.370086669921875,25.03036820541376,23.316021015474345,25.03036820541376,414406400
2015-08-26,24.710487365722656,24.755541809634824,23.66520845476525,24.12476928256331,387098400
2015-08-27,25.438129425048828,25.510217574047342,24.784829607971478,25.282690374259033,338464400
2015-08-28,25.52147674560547,25.52598150204368,25.127244386669297,25.26916741714831,212657600
2015-08-31,25.402074813842773,25.800811833137107,25.230864892261867,25.23762288464912,224917200
2015-09-01,24.266691207885742,25.203836937629006,24.18559184335684,24.814111059097513,307383600
2015-09-02,25.307466506958008,25.307466506958008,24.584331853532195,24.832136451446193,247555200
2015-09-03,24.863670349121094,25.406583689783915,24.789328983371657,25.34125355491773,212935600
2015-09-04,24.61586570739746,24.881691001982006,24.44465747738586,24.548284054092843,199985200
2015-09-08,25.300704956054688,25.357023862443352,24.852406942441565,25.174551155733397,219374400
2015-09-09,24.814105987548828,25.685921399976447,24.728500165421988,25.62735098545592,340043200
2015-09-10,25.35927963256836,25.519225136439918,24.7577940647591,24.84114495455993,251571200
2015-09-11,25.728729248046875,25.728729248046875,25.176804647353713,25.1835626411939,199662000
2015-09-14,25.97652816772461,26.332464018374445,25.87515483801429,26.26262913429473,233453600
2015-09-15,26.19505500793457,26.251373926241524,25.77604211823349,26.116208866048236,173364800
2015-09-16,26.224334716796875,26.25361992750602,26.00581709900472,26.188289794031913,148694000
2015-09-17,25.663400650024414,26.24235897954354,25.618346209241246,26.055381503448316,256450400
2015-09-18,25.55751609802246,25.749001732737188,25.2015819567273,25.278174835640044,297141200
2015-09-21,25.954010009765625,25.99005494233212,25.604833748791854,25.607085268039523,200888000
2015-09-22,25.54625701904297,25.721971737053007,25.34801336285386,25.541750543920482,201384800
2015-09-23,25.753509521484375,25.84362011571837,25.523729138968488,25.59806878939865,143026800
2015-09-24,25.90669822692871,26.019336045306662,25.314223920998707,25.512465862605882,200878000
2015-09-25,25.84136390686035,26.28741035173607,25.68592319264789,26.2310914516552,224607600
2015-09-28,25.329988479614258,25.809824878753457,25.329988479614258,25.64762617518066,208436000
2015-09-29,24.568561553955078,25.57103921605397,24.298231464578294,25.417851707082647,293461600
2015-09-30,24.847902297973633,25.127243593677708,24.49421963301002,24.818615366541106,265892000
2015-10-01,24.685699462890625,24.694710692699427,24.174322913218333,24.570808431223846,255716400
2015-10-02,24.865922927856445,25.00784767192237,24.228394213815974,24.33202079531625,232079200
2015-10-05,24.956031799316406,25.08894530294106,24.570810712485372,24.7532834065852,208258800
2015-10-06,25.075435638427734,25.172304250532985,24.728510881555845,24.922248105766343,192787200
2015-10-07,24.956031799316406,25.179054171962477,24.647405313613383,25.172296178657522,187062400
2015-10-08,24.667680740356445,24.823121470353485,24.377074980182964,24.823121470353485,247918400
2015-10-09,25.257904052734375,25.29394725951402,24.665428050584737,24.780319102208367,211064400
2015-10-12,25.140758514404297,25.399825817707374,25.10471530941555,25.395321061602488,121868800
2015-10-13,25.183561325073242,25.332242337937164,24.933505253754483,24.965043702504907,132197200
2015-10-14,24.827625274658203,25.12273577974544,24.68119578144944,25.07092335087739,177849600
2015-10-15,25.199329376220703,25.253395040316168,24.890701177856,24.989822994294745,150694000
2015-10-16,25.01460838317871,25.230872800940755,24.89971732043372,25.181311882944218,156930400
2015-10-19,25.1700496673584,25.174554424219043,24.805102487839708,24.96054323964307,119036800
2015-10-20,25.629606246948242,25.71971683769229,24.96504386280446,25.082186427670127,195871200
2015-10-21,25.627351760864258,26.037353268494954,25.613834056652095,25.681417421563808,167180800
2015-10-22,26.019338607788086,26.019338607788086,25.703952341526065,25.755766499318128,166616400
2015-10-23,26.825824737548828,26.85961642869527,26.206316701825735,26.289667592107904,237467600
2015-10-26,25.969776153564453,26.611811399874824,25.888676783639273,26.600548648823246,265335200
2015-10-27,25.80532455444336,26.253622584728166,25.679169030713865,25.996808499542563,279537600
2015-10-28,26.868627548217773,26.875387261824557,26.145492876813975,26.34148332220482,342205600
2015-10-29,27.15247344970703,27.188518378200193,26.64335000640024,26.740218603329627,204909200
2015-10-30,26.920440673828125,27.307915074002604,26.909176203632672,27.256100917307105,197461200
2015-11-02,27.298904418945312,27.33945410630296,26.945221703160165,27.213300287286668,128813200
2015-11-03,27.612035751342773,27.81928893234413,27.19076967626492,27.211045378056777,182076000
2015-11-04,27.483631134033203,27.893632775644694,27.398027000058736,27.738192016782467,179544400
2015-11-05,27.356931686401367,27.757377325663608,27.189514622939775,27.567334888537374,158210800
2015-11-06,27.38860511779785,27.558285063713978,27.28906072325715,27.399917804621726,132169200
2015-11-09,27.27775001525879,27.55828706289065,27.16010600369504,27.365983455450053,135485600
2015-11-10,26.418039321899414,26.712151959796508,26.257409157719092,26.44745162133347,236511600
2015-11-11,26.26872444152832,26.565098265530402,26.065108112564488,26.327547320134332,180872000
2015-11-12,26.180482864379883,26.42934642209491,26.164646139600023,26.302652623856034,130102400
2015-11-13,25.415796279907227,26.146552110237906,25.39995955174892,26.062842703644634,183249600
2015-11-16,25.832073211669922,25.84564705404138,25.112630222732484,25.19860076787428,152426800
2015-11-17,25.721220016479492,26.028906481166022,25.63751061506187,25.9994941834949,110467600
2015-11-18,26.535682678222656,26.580929975637122,26.130712979890312,26.189535847388118,186698800
2015-11-19,26.872779846191406,27.092232864564693,26.415775926027784,26.61486645220546,173183200
2015-11-20,26.99042320251465,27.130690848519013,26.88861420265893,26.96779782960875,137148400
2015-11-23,26.639753341674805,27.087709189185624,26.546994136343365,26.983637296251985,129930000
2015-11-24,26.895402908325195,27.001735954171995,26.497221864655707,26.544732043977394,171212800
2015-11-25,26.703096389770508,26.974585318315846,26.678209861502012,26.970059553499645,85553200
2015-11-27,26.653329849243164,26.78907520973863,26.605819663499336,26.761925792424744,52185600
2015-11-30,26.76418685913086,27.01531334250213,26.639754195812177,26.69405130068131,156721200
2015-12-01,26.54698944091797,26.879562375143816,26.438395253868805,26.86598853328104,139409600
2015-12-02,26.30718231201172,26.721201853689273,26.261935010373545,26.546996117627085,133546400
2015-12-03,26.062835693359375,26.422558030589652,25.841121558778973,26.36826093809066,166278000
2015-12-04,26.929338455200195,26.97911151571964,26.042478348354138,26.083201604590624,231108000
2015-12-07,26.759660720825195,27.11712025222237,26.653327669301774,26.918029719759122,128336800
2015-12-08,26.748350143432617,26.8320578205441,26.438400789439882,26.587718259414373,137238000
2015-12-09,26.157859802246094,26.626176360987092,26.035690040043193,26.614863674717466,185445600
2015-12-10,26.282291412353516,26.456497119477177,26.132973960892578,26.25288084378169,116850800
2015-12-11,25.605836868286133,26.105826936173422,25.53117727269117,26.060579637913694,187544800
2015-12-14,25.447471618652344,25.492718920504387,24.83888557012098,25.379598939800353,257274800
2015-12-15,24.99724578857422,25.519861125468523,24.965572341013768,25.32529467555522,213292400
2015-12-16,25.189552307128906,25.336608602928948,24.6149044191711,25.128468287127408,224954000
2015-12-17,24.65563201904297,25.39543594133585,24.65563201904297,25.34339999017951,179091200
2015-12-18,23.988218307495117,24.777795140586075,23.938445249201237,24.639790378144315,385813200
2015-12-21,24.282331466674805,24.291381270767182,23.88414871697845,24.271018780040926,190362400
2015-12-22,24.25970458984375,24.37056165458835,24.083236022645718,24.29816495756098,131157600
2015-12-23,24.571918487548828,24.626215586458603,24.2529193635474,24.26875608931582,130629600
2015-12-24,24.440704345703125,24.660157398726017,24.422604733354547,24.660157398726017,54281600
2015-12-28,24.166954040527344,24.363783440001676,24.02216059473267,24.341158061661112,106816800
2015-12-29,24.6013240814209,24.757430151050155,24.175993728173516,24.19861737097129,123724800
2015-12-30,24.280071258544922,24.592281766790016,24.24839780376964,24.56513407759625,100855200
2015-12-31,23.814016342163086,24.214460272698112,23.714470217162262,24.209936233413412,163649200
2016-01-04,23.83437728881836,23.838903054211126,23.076473836463002,23.214480337688535,270597600
2016-01-05,23.237096786499023,23.947489838560095,23.16922586130089,23.924866196827384,223164000
2016-01-06,22.782360076904297,23.160182068774382,22.59458224833412,22.750686625045535,273829600
2016-01-07,21.82084083557129,22.653403857602136,21.81631679638618,22.325356645359758,324377600
2016-01-08,21.936222076416016,22.422638241655704,21.89097478358731,22.295944440876468,283192000
2016-01-11,22.291419982910156,22.411326869402668,22.022193914395793,22.39096610425806,198957600
2016-01-12,22.61494255065918,22.780098454321106,22.361553214899697,22.748425003110377,196616800
2016-01-13,22.033506393432617,22.89321880806139,22.0131456284801,22.696389449818714,249758400
2016-01-14,22.515398025512695,22.73258988643495,21.660211330148687,22.162464272143104,252680400
2016-01-15,21.97468376159668,22.105903335147378,21.574239845295597,21.764280557825284,319335600
2016-01-19,21.86835479736328,22.31857182283569,21.605915622025318,22.264274717138616,212350800
2016-01-20,21.89776039123535,22.2144966002557,21.13533129768815,21.51541440329787,289337600
2016-01-21,21.78690528869629,22.14436305543964,21.479218855141625,21.958846387508764,208646000
2016-01-22,22.94525146484375,22.954301268454177,22.25522076876574,22.314041903123197,263202000
2016-01-25,22.497303009033203,22.97014371445254,22.44526705683098,22.967880831467927,207178000
2016-01-26,22.621732711791992,22.823086134498485,22.187352410632403,22.608158866778844,300308000
2016-01-27,21.13533592224121,21.86156596174221,21.117236311805794,21.728085218447188,533478800
2016-01-28,21.286916732788086,21.384199983373826,20.902309496188032,21.219045781309546,222715200
2016-01-29,22.02219581604004,22.02219581604004,21.34573885155747,21.445284981501306,257666000
2016-02-01,21.816322326660156,21.879669247751934,21.583295412897915,21.825372133398147,163774000
2016-02-02,21.37515640258789,21.728090257560595,21.32990736600533,21.58782083326604,149428800
2016-02-03,21.798221588134766,21.90907869432382,21.284657596297503,21.492797962306277,183857200
2016-02-04,21.97336769104004,22.139419786598744,21.652639308440207,21.805042169217714,185886800
2016-02-05,21.386493682861328,22.046149782924285,21.311430726456656,21.955162435426065,185672400
2016-02-08,21.6116943359375,21.76864577931499,21.163582944862977,21.184054193174887,216085600
2016-02-09,21.607139587402344,21.823234776151654,21.36602456765376,21.447913015009785,177324800
2016-02-10,21.44337272644043,21.91650581356529,21.404703645828185,21.818694663202365,169374400
2016-02-11,21.313709259033203,21.545727137520572,21.061220133559154,21.334182241459605,200298800
2016-02-12,21.379676818847656,21.495685767643817,21.156759567918414,21.425171374963732,161405600
2016-02-16,21.982465744018555,22.030233725287705,21.520706856310273,21.613967657233903,196231600
2016-02-17,22.319122314453125,22.3395935661552,21.871010849168574,21.989293241696416,179452800
2016-02-18,21.89602279663086,22.494261717656624,21.857352001353497,22.48288764808575,156084000
2016-02-19,21.845989227294922,22.009766182325922,21.791397487431293,21.8368903147443,141496800
2016-02-22,22.037057876586914,22.041608199899244,21.818689214471288,21.907401429223263,137123200
2016-02-23,21.53890609741211,21.950621869361953,21.50706077446792,21.927875458036095,127770400
2016-02-24,21.859630584716797,21.923321219230694,21.227271091415055,21.37740050314607,145022800
2016-02-25,22.009765625,22.009765625,21.666289060531863,21.84826383605619,110330800
2016-02-26,22.043886184692383,22.29637362678698,21.968821459384216,22.10985026221038,115964400
2016-02-29,21.99384117126465,22.344141457586762,21.98474225968538,22.032510243896585,140865200
2016-03-01,22.867313385009766,22.92190511314257,22.159889139033083,22.212207441096844,201628400
2016-03-02,22.9173583984375,22.949203720404107,22.664869248959473,22.8627666658433,132678400
2016-03-03,23.08795928955078,23.135727272931547,22.84911763720705,22.878689533185554,147822800
2016-03-04,23.431432723999023,23.599758224447882,23.058386082226058,23.285853631377364,184220400
2016-03-07,23.172121047973633,23.39048969813145,22.965124734594173,23.290403416019203,143315600
2016-03-08,22.981054306030273,23.147106438980643,22.837750324357703,22.924187398716356,126247600
2016-03-09,23.001522064208984,23.106156941618256,22.808173234959792,23.04473972383984,108806800
2016-03-10,23.012895584106445,23.256285835146045,22.780879406703452,23.06748905503419,134054400
2016-03-11,23.260835647583008,23.2653842356737,23.087959797657657,23.25628532405237,109632800
2016-03-14,23.319976806640625,23.408690764271487,23.151651274206692,23.18122317189698,100304400
2016-03-15,23.788562774658203,23.92504299187398,23.622510657828258,23.647532233452498,160270800
2016-03-16,24.104734420776367,24.182072547930122,23.79082811883824,23.7953784412823,153214000
2016-03-17,24.066068649291992,24.218471498664783,23.874994995612862,24.002376274439104,137682800
2016-03-18,24.093366622924805,24.225298241119127,23.927316254714697,24.188902593848976,176820800
2016-03-21,24.091081619262695,24.48687454820215,23.915930687966164,24.09563020526559,142010800
2016-03-22,24.27533721923828,24.404993653350434,23.93186073273639,23.94095964299124,129777600
2016-03-23,24.141132354736328,24.354952423887728,24.08881578596938,24.22074739184747,102814000
2016-03-24,24.036497116088867,24.168428719959845,23.859072693509177,23.991004297380154,104532000
2016-03-28,23.927309036254883,24.154776556750313,23.897737147909226,24.111557172515553,77645600
2016-03-29,24.493701934814453,24.518723500146574,23.856792202534017,23.85906736359314,124760400
2016-03-30,24.921342849731445,25.116965070789703,24.70297422201423,24.7143482930635,182404400
2016-03-31,24.79168701171875,24.99868330874348,24.76666544316764,24.9577390816089,103553600
2016-04-01,25.0191650390625,25.021440201367742,24.611997758441944,24.743929405100296,103496000
2016-04-04,25.276199340820312,25.519589593812594,25.082850500086632,25.11697098583022,149424800
2016-04-05,24.978214263916016,25.187485755272856,24.88950204705036,24.90997503156392,106314800
2016-04-06,25.239805221557617,25.24435554550029,24.839461751167317,25.073754841892164,105616400
2016-04-07,24.689327239990234,25.116965594591342,24.59379128876652,25.01005557208116,127207600
2016-04-08,24.71662712097168,24.969114528413005,24.60516676156082,24.77349401377483,94326800
2016-04-11,24.79851531982422,25.160189681917586,24.755297658831385,24.78714298185345,117630000
2016-04-12,25.12152099609375,25.135168496044926,24.716628966769033,24.87130526072232,108929200
2016-04-13,25.485464096069336,25.55370331869652,25.203404824576406,25.203404824576406,133029200
2016-04-14,25.499107360839844,25.565073146570704,25.323958142853286,25.389923928584146,101895600
